IncidentNumber,CalendarYear,MonthText,Type,IgnitionSourcePower,IgnitionSource,ItemFirstIgnited,VehiclePowerType,VehicleManufacturer,IncGeo_BoroughName,IncGeo_WardName,IncGeo_WardCode,Lithium batteries mentioned in report?
033263-19032019,2019,Mar,Motorcycle ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,BEXLEY,CRAYFORD,E05011222,No
037779-29032019,2019,Mar,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Toyota,WANDSWORTH,Wandsworth Town,E05014028,No
041492-07042019,2019,Apr,Bus/coach ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Other,KENSINGTON AND CHELSEA,HOLLAND,E05009397,No
042637-10042019,2019,Apr,Other road vehicle,Electricity,"Batteries, generators",Household paper/Cardboard,NULL,NULL,HILLINGDON,Heathrow Villages,E05013570,No
048250-21042019,2019,Apr,Other Lithium Battery,Electricity,Computer equipment (domestic use),Other item,NULL,NULL,HAMMERSMITH AND FULHAM,Fulham Town,E05013739,Yes
049406-24042019,2019,Apr,e-bike,Electricity,"Batteries, generators",Other item,NULL,NULL,BEXLEY,BLACKFEN & LAMORBEY,E05011220,Yes
049599-24042019,2019,Apr,Other Lithium Battery,Unknown,Not known,Unspecified material for recycling,NULL,NULL,NEWHAM,Beckton,E05013904,Yes
051251-27042019,2019,Apr,Other road vehicle,Electricity,"Batteries, generators",Internal Fittings,NULL,UNKNOWN,HILLINGDON,Heathrow Villages,E05013570,No
051875-29042019,2019,Apr,Other road vehicle,Electricity,"Batteries, generators",Internal Fittings,NULL,Other,HILLINGDON,Heathrow Villages,E05013570,No
052459-30042019,2019,Apr,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Honda,CROYDON,WOODSIDE,E05011489,No
054558-04052019,2019,May,Other Lithium Battery,Other,Other domestic style appliance,Plastic - raw material only,NULL,NULL,SOUTHWARK,RYE LANE,E05011113,Yes
055066-05052019,2019,May,Other Lithium Battery,Electricity,"Batteries, generators",Unspecified internal fitting/part of structure,NULL,NULL,HAVERING,Rainham & Wennington,E05013979,Yes
060959-17052019,2019,May,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Toyota,REDBRIDGE,LOXFORD,E05011247,No
069882-03062019,2019,Jun,e-bike,Electricity,"Batteries, generators",Internal Fittings,NULL,Other,BRENT,Brondesbury Park,E05013498,No
071675-07062019,2019,Jun,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Nissan,HARROW,Hatch End,E05013549,No
074765-13062019,2019,Jun,Other Lithium Battery,Electricity,"Batteries, generators",Internal Fittings,NULL,NULL,CROYDON,SOUTH CROYDON,E05011484,Yes
075161-14062019,2019,Jun,Other Lithium Battery,Electricity,"Batteries, generators",Wiring insulation,NULL,NULL,ISLINGTON,Junction,E05013707,Yes
078661-21062019,2019,Jun,Van ,Electricity,"Batteries, generators",Foam - raw material only,NULL,Mercedes,BEXLEY,ST. MARY'S & ST. JAMES,E05011229,No
080619-25062019,2019,Jun,Multiple Vehicles ,Electricity,"Batteries, generators",Wiring insulation,NULL,Volkswagen,HILLINGDON,Heathrow Villages,E05013570,No
089718-11072019,2019,Jul,Other road vehicle,Electricity,"Batteries, generators",Wiring insulation,NULL,NULL,HILLINGDON,Heathrow Villages,E05013570,No
093917-19072019,2019,Jul,Other Lithium Battery,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,CAMDEN,Gospel Oak,E05013658,Yes
094775-21072019,2019,Jul,e-scooter,Electricity,Other,Plastic - raw material only,NULL,NULL,TOWER HAMLETS,Shadwell,E05009332,Yes
096300-23072019,2019,Jul,Car ,Electricity,"Batteries, generators",Rubber - raw material only,NULL,Seat,EALING,Walpole,E05013541,No
096822-24072019,2019,Jul,e-bike,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,CAMDEN,Regent's Park,E05013668,Yes
097248-25072019,2019,Jul,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,BMW,LAMBETH,Herne Hill & Loughborough Junction,E05014104,No
097977-26072019,2019,Jul,Car ,Electricity,"Batteries, generators",Rubber - raw material only,NULL,Mercedes,WESTMINSTER,Westbourne,E05013809,No
098852-27072019,2019,Jul,Other Lithium Battery,Electricity,"Batteries, generators",Other item,NULL,NULL,ISLINGTON,Bunhill,E05013699,Yes
099957-29072019,2019,Jul,Van ,Electricity,"Batteries, generators",Internal Fittings,NULL,Ford,KINGSTON UPON THAMES,Norbiton,E05013941,No
100617-30072019,2019,Jul,Agricultural vehicle,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Other,CROYDON,SANDERSTEAD,E05011478,No
101847-02082019,2019,Aug,e-bike,Electricity,"Batteries, generators",Other item,NULL,Other,HAMMERSMITH AND FULHAM,White City,E05013752,No
103532-06082019,2019,Aug,e-bike,Electricity,"Batteries, generators",Internal Fittings,NULL,UNKNOWN,WESTMINSTER,Knightsbridge & Belgravia,E05013797,No
104502-08082019,2019,Aug,e-bike,Unknown,Other,Not known,NULL,NULL,BARKING AND DAGENHAM,Eastbury,E05014060,Yes
104661-08082019,2019,Aug,Car ,Electricity,"Batteries, generators",Other item,NULL,Audi,LEWISHAM,Hither Green,E05013724,No
106597-11082019,2019,Aug,Bus/coach ,Electricity,"Batteries, generators",Internal Fittings,NULL,Other,WESTMINSTER,Knightsbridge & Belgravia,E05013797,No
110797-20082019,2019,Aug,Van ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Ford,LAMBETH,Oval,E05014108,No
112161-23082019,2019,Aug,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Other,NEWHAM,Forest Gate South,E05013912,No
112673-24082019,2019,Aug,Car ,Electricity,"Batteries, generators",Rubber - raw material only,NULL,BMW,CROYDON,WADDON,E05011487,No
112926-24082019,2019,Aug,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Volkswagen,HOUNSLOW,Heston Central,E05013617,No
114938-27082019,2019,Aug,Other road vehicle,Electricity,"Batteries, generators",Internal Fittings,NULL,NULL,HILLINGDON,Heathrow Villages,E05013570,No
119631-05092019,2019,Sep,Van ,Electricity,"Batteries, generators",Internal Fittings,NULL,Ford,LEWISHAM,New Cross Gate,E05013728,No
120113-06092019,2019,Sep,Car ,Electricity,"Batteries, generators",Floor coverings,NULL,BMW,NEWHAM,Wall End,E05013926,No
120535-07092019,2019,Sep,Lorry/HGV ,Electricity,"Batteries, generators",Wiring insulation,NULL,Other,BEXLEY,SLADE GREEN & NORTHEND,E05011231,No
127535-20092019,2019,Sep,e-cigarette,Electricity,e-Smoking equipment,Other textiles,NULL,NULL,WANDSWORTH,Wandsworth Common,E05014027,No
131535-27092019,2019,Sep,Other Lithium Battery,Electricity,"Batteries, generators",Wiring insulation,NULL,NULL,WESTMINSTER,Marylebone,E05013801,Yes
131547-27092019,2019,Sep,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Audi,HILLINGDON,Heathrow Villages,E05013570,No
131820-27092019,2019,Sep,e-bike,Electricity,"Batteries, generators",Wiring insulation,NULL,UNKNOWN,KENSINGTON AND CHELSEA,CHELSEA RIVERSIDE,E05009391,No
135803-05102019,2019,Oct,Bicycle,Electricity,"Batteries, generators",Capacitor,NULL,UNKNOWN,ISLINGTON,Tufnell Park,E05013713,No
136450-06102019,2019,Oct,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Toyota,HOUNSLOW,Cranford,E05013612,No
138251-10102019,2019,Oct,Van ,Electricity,"Batteries, generators",Wiring insulation,NULL,Ford,BEXLEY,SIDCUP,E05011230,No
146439-28102019,2019,Oct,Car ,Electricity,"Batteries, generators",Upholstered furniture,NULL,Ford,HAVERING,Harold Wood,E05013973,No
146718-28102019,2019,Oct,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Vauxhall/GM,BROMLEY,Beckenham Town & Copers Cope,E05013987,No
149357-02112019,2019,Nov,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Citroen,LEWISHAM,Rushey Green,E05013730,No
151638-07112019,2019,Nov,e-scooter,Other,Other,Other item,NULL,NULL,HAMMERSMITH AND FULHAM,Wendell Park,E05013750,Yes
154585-14112019,2019,Nov,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Citroen,GREENWICH,Shooters Hill,E05014089,No
156375-17112019,2019,Nov,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Other,BARNET,Cricklewood,E05013634,No
160128-26112019,2019,Nov,Van ,Electricity,"Batteries, generators",Wiring insulation,NULL,NULL,BARKING AND DAGENHAM,Northbury,E05014066,No
160897-27112019,2019,Nov,Motorcycle ,Electricity,"Batteries, generators",Not known,NULL,UNKNOWN,LAMBETH,Brixton Acre Lane,E05014095,No
162922-02122019,2019,Dec,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Range Rover,CROYDON,ADDISCOMBE EAST,E05011462,No
163125-02122019,2019,Dec,e-cigarette,Electricity,e-Smoking equipment,Bedding,NULL,NULL,HAMMERSMITH AND FULHAM,College Park & Old Oak,E05013736,No
164613-05122019,2019,Dec,Other Lithium Battery,Electricity,Battery charger,Household paper/Cardboard,NULL,NULL,BRENT,Stonebridge,E05013510,Yes
164624-05122019,2019,Dec,Other Lithium Battery,Electricity,"Batteries, generators",Unspecified internal fitting/part of structure,NULL,NULL,KINGSTON UPON THAMES,Kingston Town,E05013938,Yes
164957-06122019,2019,Dec,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Peugeot,HOUNSLOW,Chiswick Gunnersbury,E05013609,No
165438-07122019,2019,Dec,Bus/coach ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,UNKNOWN,NEWHAM,Plaistow West & Canning Town East,E05013920,No
169052-15122019,2019,Dec,Other Lithium Battery,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,BROMLEY,Kelsey & Eden Park,E05013999,Yes
170486-18122019,2019,Dec,e-bike,Electricity,"Batteries, generators",Other item,NULL,NULL,LAMBETH,Vauxhall,E05014117,No
170705-19122019,2019,Dec,Other Lithium Battery,Electricity,"Batteries, generators",Other item,NULL,NULL,BROMLEY,Petts Wood & Knoll,E05014003,Yes
172823-23122019,2019,Dec,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Vauxhall/GM,WALTHAM FOREST,Chapel End,E05013884,No
004090-10012020,2020,Jan,Other road vehicle,Electricity,"Batteries, generators",Wiring insulation,NULL,UNKNOWN,HILLINGDON,Heathrow Villages,E05013570,No
004106-10012020,2020,Jan,Other Lithium Battery,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,LEWISHAM,Forest Hill,E05013722,Yes
009567-23012020,2020,Jan,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Mercedes,WALTHAM FOREST,Grove Green,E05013888,No
011478-27012020,2020,Jan,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Ford,WALTHAM FOREST,Leytonstone,E05013897,No
011647-28012020,2020,Jan,Other road vehicle,Electricity,"Batteries, generators",Internal Fittings,NULL,NULL,HILLINGDON,Heathrow Villages,E05013570,No
012157-29012020,2020,Jan,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Volkswagen,WALTHAM FOREST,Hale End & Highams Park South,E05013889,No
015571-06022020,2020,Feb,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Other,HILLINGDON,Heathrow Villages,E05013570,No
021074-18022020,2020,Feb,e-bike,Electricity,"Batteries, generators",Plastic - raw material only,NULL,UNKNOWN,EALING,Hanwell Broadway,E05013525,No
021834-20022020,2020,Feb,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Volkswagen,WALTHAM FOREST,Hale End & Highams Park South,E05013889,No
023401-23022020,2020,Feb,Other Lithium Battery,Other,Other,Other item,NULL,NULL,ENFIELD,Arnos Grove,E05013672,Yes
023496-23022020,2020,Feb,e-cigarette,Electricity,e-Smoking equipment,Printed circuit board,NULL,NULL,REDBRIDGE,CRANBROOK,E05011241,No
027672-04032020,2020,Mar,Car ,Electricity,"Batteries, generators",Other item,NULL,Toyota,BARNET,Garden Suburb,E05013641,No
028095-05032020,2020,Mar,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Chrysler/Talbot/Hillman/Sunbeam,ENFIELD,Palmers Green,E05013688,No
029220-07032020,2020,Mar,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Toyota,EALING,Hanwell Broadway,E05013525,No
031845-13032020,2020,Mar,Car ,Electricity,"Batteries, generators",Not known,NULL,Toyota,TOWER HAMLETS,Stepney Green,E05009334,No
032989-16032020,2020,Mar,Bus/coach ,Electricity,"Batteries, generators",Rubber - raw material only,NULL,NULL,HAVERING,Upminster,E05013986,No
036009-23032020,2020,Mar,Other Lithium Battery,Electricity,"Batteries, generators",Unspecified internal fitting/part of structure,NULL,NULL,BARNET,Edgwarebury,E05013638,Yes
036924-26032020,2020,Mar,e-cigarette,Electricity,e-Smoking equipment,Printed circuit board,NULL,UNKNOWN,LAMBETH,Stockwell West & Larkhall,E05014111,No
037199-26032020,2020,Mar,Other Lithium Battery,Unknown,Other,Other item,NULL,NULL,LAMBETH,Clapham Park,E05014101,Yes
039172-31032020,2020,Mar,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Mitsubishi,GREENWICH,Eltham Page,E05014077,No
047836-22042020,2020,Apr,Other Lithium Battery,Unknown,Other,"Paper, cardboard",NULL,NULL,BARKING AND DAGENHAM,Beam,E05014056,Yes
048334-23042020,2020,Apr,Other Lithium Battery,Electricity,Battery charger,Not known,NULL,NULL,BEXLEY,BLENDON & PENHILL,E05011221,Yes
049690-26042020,2020,Apr,e-cigarette,Electricity,e-Smoking equipment,Internal Fittings,NULL,NULL,CAMDEN,Gospel Oak,E05013658,No
050543-28042020,2020,Apr,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Citroen,CROYDON,BROAD GREEN,E05011465,No
051861-02052020,2020,May,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Citroen,RICHMOND UPON THAMES,Heathfield,E05013781,No
052863-05052020,2020,May,Other Lithium Battery,Unknown,Not known,Clothing,NULL,NULL,BROMLEY,Crystal Palace & Anerley,E05013995,Yes
053871-07052020,2020,May,Other Lithium Battery,Electricity,"Batteries, generators",Internal Fittings,NULL,NULL,BEXLEY,ERITH,E05011225,Yes
054929-10052020,2020,May,e-bike,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,BRENT,Cricklewood & Mapesbury,E05013499,No
060473-21052020,2020,May,e-bike,Electricity,"Batteries, generators",Plastic - raw material only,NULL,UNKNOWN,LAMBETH,Gipsy Hill,E05014103,No
061752-24052020,2020,May,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Honda,CROYDON,ADDISCOMBE EAST,E05011462,No
061854-24052020,2020,May,Other Lithium Battery,Other,Other,Other item,NULL,NULL,CAMDEN,Camden Town,E05013655,Yes
062434-25052020,2020,May,e-bike,Electricity,"Batteries, generators",Unspecified internal fitting/part of structure,NULL,NULL,REDBRIDGE,FAIRLOP,E05011242,No
062799-26052020,2020,May,Other Lithium Battery,Electricity,"Batteries, generators",Other item,NULL,NULL,BRENT,Wembley Park,E05013516,Yes
065020-30052020,2020,May,Other Lithium Battery,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,CROYDON,THORNTON HEATH,E05011486,Yes
069255-07062020,2020,Jun,Car ,Electricity,"Batteries, generators",Rubber - raw material only,NULL,Taxi (Black cab),BROMLEY,Petts Wood & Knoll,E05014003,No
071741-13062020,2020,Jun,Car ,Electricity,"Batteries, generators",Rubber - raw material only,NULL,Volkswagen,WALTHAM FOREST,High Street,E05013891,No
072727-15062020,2020,Jun,e-bike,Electricity,"Batteries, generators",Printed circuit board,NULL,UNKNOWN,HAMMERSMITH AND FULHAM,Ravenscourt,E05013746,Yes
074774-20062020,2020,Jun,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Alfa Romeo,HILLINGDON,Uxbridge,E05013580,No
075224-21062020,2020,Jun,Other Lithium Battery,Other,Other,Other item,NULL,NULL,WESTMINSTER,West End,E05013808,Yes
075478-21062020,2020,Jun,e-scooter,Other,Other appliance or equipment,Other item,NULL,NULL,HARINGEY,Tottenham Hale,E05013602,Yes
076724-24062020,2020,Jun,e-scooter,Electricity,Other appliance or equipment,Other item,NULL,NULL,WANDSWORTH,West Putney,E05014030,No
079139-28062020,2020,Jun,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Mercedes,LAMBETH,Herne Hill & Loughborough Junction,E05014104,No
079357-28062020,2020,Jun,e-bike,Electricity,"Batteries, generators",Grassland/Heath/Scrub,NULL,UNKNOWN,HAVERING,South Hornchurch,E05013984,No
079607-29062020,2020,Jun,e-scooter,Electricity,Other,Other item,NULL,NULL,EALING,Hanger Hill,E05013524,Yes
080750-02072020,2020,Jul,e-scooter,Electricity,Other,Other item,NULL,NULL,CROYDON,NORBURY & POLLARDS HILL,E05011472,No
082735-06072020,2020,Jul,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Ford,HAVERING,Hylands & Harrow Lodge,E05013976,No
084758-11072020,2020,Jul,e-bike,Electricity,"Batteries, generators",Wiring insulation,NULL,NULL,WALTHAM FOREST,Leyton,E05013896,Yes
088099-18072020,2020,Jul,Other Lithium Battery,Electricity,Other appliance or equipment,Other item,NULL,NULL,BEXLEY,ERITH,E05011225,Yes
089880-21072020,2020,Jul,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,BMW,EALING,Lady Margaret,E05013526,No
091101-23072020,2020,Jul,e-scooter,Unknown,Not known,Not known,NULL,NULL,HAMMERSMITH AND FULHAM,White City,E05013752,No
092762-27072020,2020,Jul,Car ,Electricity,"Batteries, generators",Upholstered furniture,NULL,Mercedes,BRENT,Wembley Central,E05013514,No
096271-03082020,2020,Aug,Motorcycle ,Electricity,"Batteries, generators",Wiring insulation,NULL,Other,HARINGEY,Crouch End,E05013588,No
103142-13082020,2020,Aug,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Volkswagen,HILLINGDON,Wood End,E05013582,No
104182-15082020,2020,Aug,Other Lithium Battery,Unknown,Not known,Not known,NULL,NULL,EALING,Hanwell Broadway,E05013525,Yes
109779-26082020,2020,Aug,Other Lithium Battery,Electricity,Computer equipment (domestic use),Plastic - raw material only,NULL,NULL,BROMLEY,Penge & Cator,E05014002,Yes
110967-28082020,2020,Aug,Other Lithium Battery,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,GREENWICH,Greenwich Creekside,E05014080,Yes
112590-01092020,2020,Sep,Motor Home ,Electricity,"Batteries, generators",Wiring insulation,NULL,Other,HOUNSLOW,Bedfont,E05013606,No
114300-05092020,2020,Sep,Other Lithium Battery,Not applicable,Candles/Tea lights - Social use,Other wooden item,NULL,NULL,EALING,North Hanwell,E05013529,Yes
115044-07092020,2020,Sep,Other Lithium Battery,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,NEWHAM,Custom House,E05013908,Yes
115877-09092020,2020,Sep,e-scooter,Electricity,Other,Other item,NULL,NULL,LEWISHAM,Rushey Green,E05013730,Yes
120397-18092020,2020,Sep,Other Lithium Battery,Unknown,Not known,Not known,NULL,NULL,NEWHAM,Forest Gate South,E05013912,Yes
121032-19092020,2020,Sep,Other road vehicle,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Mercedes,ENFIELD,Edmonton Green,E05013679,No
121371-19092020,2020,Sep,Car ,Electricity,"Batteries, generators",Internal Fittings,NULL,Volkswagen,HILLINGDON,Hillingdon East,E05013571,No
123758-24092020,2020,Sep,e-scooter,Electricity,Other,Household paper/Cardboard,NULL,NULL,MERTON,Pollards Hill,E05013821,No
123806-24092020,2020,Sep,Other Lithium Battery,Electricity,"Batteries, generators",Internal Fittings,NULL,NULL,HILLINGDON,Heathrow Villages,E05013570,Yes
124006-25092020,2020,Sep,e-bike,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,EALING,Hanwell Broadway,E05013525,No
125276-27092020,2020,Sep,Motorcycle ,Electricity,"Batteries, generators",Internal Fittings,NULL,UNKNOWN,ISLINGTON,Mildmay,E05013709,No
127937-03102020,2020,Oct,e-bike,Electricity,"Batteries, generators",Other item,NULL,NULL,HARINGEY,Fortis Green,E05013589,No
128602-05102020,2020,Oct,e-bike,Electricity,"Batteries, generators",Other item,NULL,NULL,SOUTHWARK,FARADAY,E05011102,Yes
129393-06102020,2020,Oct,e-scooter,Electricity,"Batteries, generators",Other item,NULL,Other,HAMMERSMITH AND FULHAM,Palace & Hurlingham,E05013744,Yes
129635-07102020,2020,Oct,Other Lithium Battery,Other,Other,Other item,NULL,NULL,HARINGEY,Stroud Green,E05013600,Yes
129944-08102020,2020,Oct,Other Lithium Battery,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,TOWER HAMLETS,Bromley North,E05009321,Yes
130963-10102020,2020,Oct,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Volkswagen,CAMDEN,Kilburn,E05013665,No
131861-12102020,2020,Oct,Van ,Electricity,"Batteries, generators",Wiring insulation,NULL,Peugeot,WESTMINSTER,Hyde Park,E05013796,No
132069-13102020,2020,Oct,e-scooter,Electricity,Vehicle electrical fault,Printed circuit board,NULL,UNKNOWN,CROYDON,SELSDON & ADDINGTON VILLAGE,E05011480,No
132720-15102020,2020,Oct,e-scooter,Electricity,"Batteries, generators",Other item,NULL,UNKNOWN,ENFIELD,Lower Edmonton,E05013685,Yes
134187-18102020,2020,Oct,e-scooter,Electricity,Vehicle electrical fault,Internal Fittings,NULL,UNKNOWN,HARINGEY,Fortis Green,E05013589,No
134576-19102020,2020,Oct,e-scooter,Electricity,"Batteries, generators",Other item,NULL,NULL,BEXLEY,SLADE GREEN & NORTHEND,E05011231,Yes
135076-21102020,2020,Oct,Other Lithium Battery,Electricity,"Batteries, generators",Other item,NULL,NULL,HACKNEY,HOXTON EAST & SHOREDITCH,E05009377,Yes
138640-29102020,2020,Oct,Other Lithium Battery,Unknown,Not known,Not known,NULL,NULL,BEXLEY,BARNEHURST,E05011217,Yes
138871-30102020,2020,Oct,e-scooter,Electricity,Vehicle electrical fault,Wiring insulation,NULL,NULL,WESTMINSTER,St. James's,E05013806,No
141219-04112020,2020,Nov,Other Lithium Battery,Other,Other,Other item,NULL,NULL,WESTMINSTER,Knightsbridge & Belgravia,E05013797,Yes
142365-06112020,2020,Nov,Van ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Ford,CROYDON,BROAD GREEN,E05011465,No
144254-10112020,2020,Nov,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Range Rover,BARKING AND DAGENHAM,Northbury,E05014066,No
144903-12112020,2020,Nov,Other Lithium Battery,Electricity,"Batteries, generators",Unspecified internal fitting/part of structure,NULL,NULL,GREENWICH,Plumstead & Glyndon,E05014087,Yes
145001-12112020,2020,Nov,e-bike,Electricity,"Batteries, generators",Internal Fittings,NULL,NULL,MERTON,Abbey,E05013810,Yes
146630-16112020,2020,Nov,e-scooter,Electricity,Other appliance or equipment,Plastic - raw material only,NULL,NULL,GREENWICH,Woolwich Common,E05014093,Yes
147027-18112020,2020,Nov,e-scooter,Electricity,"Batteries, generators",Clothing,NULL,NULL,CROYDON,BROAD GREEN,E05011465,Yes
148022-20112020,2020,Nov,e-bike,Electricity,"Batteries, generators",Unspecified internal fitting/part of structure,NULL,NULL,CAMDEN,Fortune Green,E05013656,No
151718-30112020,2020,Nov,Car ,Electricity,"Batteries, generators",Rubber - raw material only,NULL,Volkswagen,BROMLEY,Clock House,E05013994,No
151961-30112020,2020,Nov,e-bike,Electricity,"Batteries, generators",Other item,NULL,NULL,CAMDEN,St. Pancras & Somers Town,E05013669,Yes
152189-01122020,2020,Dec,e-scooter,Electricity,Other appliance or equipment,Other item,NULL,NULL,BROMLEY,Orpington,E05014001,Yes
154139-06122020,2020,Dec,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Mercedes,BARNET,Brunswick Park,E05013629,No
154439-07122020,2020,Dec,e-scooter,Electricity,"Batteries, generators",Not known,NULL,NULL,KENSINGTON AND CHELSEA,QUEEN'S GATE,E05009401,Yes
156736-12122020,2020,Dec,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,BMW,LEWISHAM,Catford South,E05013717,No
157271-13122020,2020,Dec,Car ,Electricity,"Batteries, generators",Rubber - raw material only,NULL,Volkswagen,CROYDON,SOUTH NORWOOD,E05011485,No
159569-19122020,2020,Dec,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Jaguar/Daimler,WESTMINSTER,Marylebone,E05013801,No
161088-23122020,2020,Dec,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Vauxhall/GM,BROMLEY,St. Paul's Cray,E05014007,No
161230-24122020,2020,Dec,Other road vehicle,Electricity,"Batteries, generators",Internal Fittings,NULL,Other,HILLINGDON,Heathrow Villages,E05013570,No
164023-31122020,2020,Dec,e-scooter,Electricity,Other,Other item,NULL,NULL,GREENWICH,Charlton Hornfair,E05014074,No
164398-31122020,2020,Dec,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Volkswagen,NEWHAM,Plaistow North,E05013918,No
002670-07012021,2021,Jan,Van ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Ford,BEXLEY,EAST WICKHAM,E05011224,No
002812-08012021,2021,Jan,e-bike,Not applicable,Spread from secondary fire,External fittings,NULL,NULL,EALING,North Acton,E05013527,No
003497-09012021,2021,Jan,Other Lithium Battery,Electricity,Other,Other item,NULL,NULL,HACKNEY,WOODBERRY DOWN,E05009387,Yes
004031-10012021,2021,Jan,e-scooter,Electricity,"Wiring, cabling, plugs",Internal Fittings,NULL,NULL,LEWISHAM,Forest Hill,E05013722,No
004223-11012021,2021,Jan,e-cigarette,Electricity,e-Smoking equipment,Household paper/Cardboard,NULL,NULL,GREENWICH,West Thamesmead,E05014091,No
005630-14012021,2021,Jan,e-bike,Electricity,"Batteries, generators",Unspecified internal fitting/part of structure,NULL,UNKNOWN,LAMBETH,Waterloo & South Bank,E05014118,No
005773-15012021,2021,Jan,e-bike,Electricity,"Batteries, generators",Other item,NULL,NULL,CAMDEN,King's Cross,E05013666,No
006340-16012021,2021,Jan,Car ,Electricity,"Batteries, generators",Wiring insulation,NULL,Ford,BROMLEY,Crystal Palace & Anerley,E05013995,No
007189-19012021,2021,Jan,e-scooter,Electricity,"Batteries, generators",Plastic - raw material only,NULL,Other,CAMDEN,Haverstock,E05013660,No
008554-23012021,2021,Jan,Other Lithium Battery,Electricity,"Batteries, generators",Not known,NULL,NULL,HOUNSLOW,Feltham North,E05013613,Yes
013728-05022021,2021,Feb,Car ,Electricity,"Batteries, generators",Internal Fittings,NULL,BMW,HACKNEY,LEA BRIDGE,E05009380,No
013887-06022021,2021,Feb,Multiple Vehicles ,Electricity,"Batteries, generators",Wiring insulation,NULL,Mercedes,BRENT,Sudbury,E05013511,No
014049-06022021,2021,Feb,Other Lithium Battery,Unknown,Not known,Not known,NULL,NULL,KINGSTON UPON THAMES,Chessington South & Malden Rushett,E05013931,Yes
015020-09022021,2021,Feb,Other Lithium Battery,Electricity,"Batteries, generators",Other item,NULL,NULL,SOUTHWARK,FARADAY,E05011102,Yes
015521-10022021,2021,Feb,Other Lithium Battery,Electricity,"Batteries, generators",Plastic - raw material only,NULL,NULL,BARNET,Mill Hill,E05013645,Yes
017472-14022021,2021,Feb,Car ,Electricity,"Batteries, generators",Plastic - raw material only,NULL,BMW,ENFIELD,Cockfosters,E05013678,No
018052-15022021,2021,Feb,e-scooter,Electricity,Other,Other item,NULL,NULL,WESTMINSTER,Lancaster Gate,E05013798,No
